순,검체명,동물명,Hg,As,Cd,Pb,Al,Ba,U,Bi,Ni,Ti,Cs,Sb,Ca,Mg,Na,K,Cu,Zn,P,Fe,Mn,Cr,Se,Co,Li,V,Mo,B,Ca_Mg,Ca_P,Na_K,Zn_Cu,Na_Mg,Ca_K,종,품종,나이,성별,몸무게,BCS,피부건강,관절건강,심장건강,눈건강,호흡기건강,구강건강,소화기건강,비뇨생식기건강,뇌신경건강,호르몬건강,보호자관찰내용1,보호자관찰내용2,보호자관찰내용3,보호자관찰내용4,보호자관찰내용5,보호자관찰내용6,보호자관찰내용7,보호자관찰내용8,보호자관찰내용9,보호자관찰내용10,수의사소견및진단명1,수의사소견및진단명2,수의사소견및진단명3,수의사소견및진단명4,수의사소견및진단명5,수의사소견및진단명6,수의사소견및진단명7,수의사소견및진단명8,수의사소견및진단명9,수의사소견및진단명10,질병명1,질병명2,질병명3,질병명4,질병명5,질병명6,질병명7,질병명8,질병명9,질병명10,카테고리1,카테고리2,카테고리3,카테고리4,카테고리5,카테고리6,카테고리7,카테고리8,카테고리9,카테고리10,혈액검사일,Purpose_of_visit,Record,Glucose,BUN,Creatinine,BUN/CREratio,ALP,ALT,T_protein,Albumin,Globulin,A/G ratio,T_bilirubin,GGT,T_cholesterol,Phosphorus,Calcium[Ca++],Amylase,Lipase(Dry),Lipase,AST/GOT,ALT/GPT,TG,RBC,HCT,HGB,MCV,MCH,MCHC,RDW-CV,#RETIC,%RETIC,RETHGB,WBC,%NEU,%LYM,%MON,EO(%),%BASO,%GRA,#NEU,#LYM,#MON,EO(#),#BASO,#GRA,PLT,MPV,PDW,THT,cPL,Na+,K+,Ca++,Cl-,pH,PCO2,PO2,HCO3-,BEecf(Ven),tCO2,ANION GAP,SO2,stO2,Hct(Ven),CRP,UPC,Urine protein,Urine Creatinine,pH(U),SDMA,Na/K,새카테고리1,새카테고리2,새카테고리3,새카테고리4,새카테고리5,새카테고리6,새카테고리7,새카테고리8,새카테고리9,새카테고리10
388,P0927_07,다롱,0.174,0.058,0.006,0.349,16.324,1.211,0.003,0.008,0.304,0.003,0.003,0.118,281.772,35.059,1479.398,688.058,13.677,188.329,245.6,32.487,0.566,0.39,0.827,0.024,0.142,0.054,0.071,1.149,8.03708035,1.14728013,2.150106532,13.76975945,42.19738156,0.409517802,개,시츄,13,MC,8,4,4,3,3,5,5,3,4,4,5,5,멍이 들어서 내원함,,,,,,,,,,혈소판감소증,,,,,,,,,,혈소판감소증,,,,,,,,,,혈액,,,,,,,,,,2021-09-18,Thrombocytopenia,7,82,10.2,1.2,8,64,,7.8,2.9,4.8,0.6,0.12,7,313,2.7,10.7,668,,56,,54,,8.08,49.9,17.5,61.8,21.7,35.1,20.2,109.1,1.4,22.8,12.83,77.2,13.1,7.2,2.3,0.2,,9.91,1.68,0.92,0.3,0.02,,3,15.9,0,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
389,P0927_08,송이,0.089,0.103,0.006,0.234,7.495,0.503,0.004,0.006,0.434,0.003,0.011,0.102,363.812,55.203,4748.33,1007.897,21.833,186.965,208.074,18.47,0.271,0.494,0.704,0.014,0.045,0.033,0.083,2.257,6.590438925,1.748474101,4.711126236,8.563413182,86.01579624,0.360961487,개,시츄,12,F,4.2,2,2,2,3,3,3,2,2,3,5,2,구토,식욕 부진,,,,,,,,,담낭점액낭종,부신종양,유선종양,유문부 위질환,,,,,,,담낭점액종,유선종양,유문부위질환,부신종양,,,,,,,소화기질환,소화기질환,종양,종양,,,,,,,2021-09-18,재진,36,96,36.6,1,37,70,,6.7,2.8,3.9,0.7,0.17,5,208,4.3,10.6,832,,104,,46,,10.53,70.8,22.9,67.2,21.7,32.3,22.3,82.1,0.8,23.4,29.81,86,7.5,4.5,1.8,0.2,,25.64,2.24,1.35,0.53,0.05,,477,12.1,11.2,0.58,89.8,149,5.07,1.28,111,7.42,37.5,49,23.9,-0.1,25,13.9,85.2,27.7,49,,,,,,,,종양,담낭질환,,,,,,,,
390,P0927_09,라이언,0.012,0.039,0.002,0.114,11.922,1.206,0.002,0.012,0.146,0.002,0.006,0.046,319.383,72.044,4909.731,491.209,9.814,164.391,294.781,25.423,0.528,0.426,0.525,0.014,0.026,0.04,0.035,0.833,4.433165843,1.083458568,9.995197564,16.75066232,68.14906168,0.650197777,개,포메라니언,6,MC,5.5,3,5,3,5,5,5,5,5,3,5,5,,,,,,,,,,,방광결석,우측고관절 탈구,,,,,,,,,고관절이상,방광결석,,,,,,,,,정형질환,비뇨기질환,,,,,,,,,2021-09-14,우측고관절탈구,3,108,11.4,0.7,17,10,,7.5,3,4.4,0.7,0.35,5,218,2.5,10.5,823,,72,,53,,6.01,40.8,13.6,67.9,22.6,33.3,15,22.2,0.4,24.3,10.3,76.3,15.2,7.7,0.7,0.1,,7.86,1.57,0.79,0.07,0.01,,149,17,,0.25,,152,3.96,1.33,119,7.37,33.2,146,18.8,-5.4,19.9,13.7,99.2,21.9,146,,,,,,,,결석,,,,,,,,,
391,P0927_10,루이,0.104,0.049,0.007,0.168,9.226,0.322,0.002,0.024,0.275,0.003,0.002,0.082,188.329,24.75,618.248,315.712,16.701,189.251,195.02,15.902,0.261,0.278,0.657,0.008,0.018,0.031,0.065,1.339,7.609252525,0.965690698,1.958265761,11.33171666,24.97971717,0.596521513,개,말티즈,10,MC,5.6,3,4,4,1,5,1,2,4,4,5,5,호흡곤란,,,,,,,,,,MMVD,울혈성 심부전,,,,,,,,,심장판막증,심부전,,,,,,,,,심장질환,심장질환,,,,,,,,,2021-09-12,호흡곤란,2,,21.8,1,21,386,,,,,,0.1,6,,5.2,,,,,29,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,4.24,1.16,108,7.58,25.4,139,23.7,1.6,24.4,15.7,99.5,,139,,,,,,,,심장질환,,,,,,,,,
392,P0927_11,진우,0.012,0.045,0.005,0.181,9.516,0.369,0.004,0.126,0.261,0.002,0.003,0.085,159.02,18,80.503,38.706,18.526,227.651,191.381,19.58,0.233,0.306,0.333,0.01,0.031,0.039,0.043,0.854,8.834444444,0.830907979,2.07985842,12.28818957,4.472388889,4.108406965,개,비숑프리제,5,MC,7.7,3,2,5,5,5,5,5,5,3,5,5,만성적인 피부 질환,,,,,,,,,,아토피 피부염,방광염,,,,,,,,,아토피,방광염,,,,,,,,,비뇨기질환,피부질환,,,,,,,,,2021-09-19,모발,2,115,6,0.7,,21,,7.2,3.2,4,,,,,,,,,,,102,,6.87,43.9,15.2,63.9,22.1,34.6,15.3,24,0.4,24.4,12.29,64.5,24.6,7.1,3.4,0.4,,7.93,3.02,0.87,0.42,0.05,,281,13.7,15.2,0.38,,,,,,,,,,,,,,,,,,,,,,,피부질환,,,,,,,,,
393,P0927_12,죠리퐁,0.092,0.081,0.002,0.061,3.299,0.167,0.001,0.016,0.156,0.003,0.004,0.098,257.558,44.402,149.225,232.349,14.975,233.748,351.746,11.816,0.126,0.391,0.576,0.01,0.005,0.032,0.086,0.623,5.800594568,0.732227232,0.642245071,15.60921536,3.360772037,1.108496271,개,말티즈,7,MC,5,4,2,4,5,5,5,2,5,5,5,5,가려움증,귓병,피부염,,,,,,,,세균성 피부염,치석,치주염,,,,,,,,피부염,치주질환,,,,,,,,,피부질환,치아질환,,,,,,,,,2021-09-19,"피부종양, 항체가검사, 넥스가드in",2,,,,,,,,,,,,,,,,,,,,,,7.26,45.2,14.7,62.3,20.2,32.5,20.8,135,1.9,20.7,26.89,79.2,12.9,7.4,0.1,0.4,,21.29,3.48,1.99,0.03,0.1,,573,11.6,11.8,0.66,,,,,,,,,,,,,,,,,,,,,,,피부질환,,,,,,,,,
394,P0927_13,깐순이,0.207,0.123,0.003,0.068,9.045,0.368,0.002,0.014,0.205,0.005,0.012,0.069,160.832,31.08,1423.578,1391.888,13.461,195.79,503.476,16.513,0.233,0.299,0.642,0.022,0.04,0.078,0.082,1.391,5.174774775,0.319443231,1.022767636,14.5449818,45.80366795,0.115549527,개,시츄,3,F,5.6,3,5,5,5,5,5,4,3,5,5,5,구토,설사로 내원,,,,,,,,,특이소견 없음,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-19,구토/설사,99,,,,,,,,,,,,,,,,,,,,,,8.54,55.4,19.2,64.9,22.5,34.7,20.9,162.3,1.9,24.8,7.72,79.6,12.8,5.6,1.9,0.1,,6.14,0.99,0.43,0.15,0.01,,261,14.7,17.5,0.38,50,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
395,P0927_14,초롱이,0.136,0.08,0.007,0.109,9.662,0.358,0.003,0.005,0.343,0.001,0.002,0.129,187.057,24.135,195.018,182.858,19.121,217.298,210.519,15.75,0.229,0.371,0.697,0.024,0.017,0.039,0.054,1.082,7.750445411,0.888551627,1.066499688,11.36436379,8.080298322,1.022963174,개,말티즈,11,FS,3.2,3,4,4,4,3,4,2,2,1,5,3,1주일 전부터 식욕 및 기력 없음,,,,,,,,,,만성 콩팥 질병 의심,,,,,,,,,,만성신장질환,,,,,,,,,,신장질환,,,,,,,,,,2021-09-19,"CKD, 신장결석",99,93,200,4.2,56,80,,7.6,3.1,4.5,0.7,0.14,5,388,31.5,9.9,1587,,495,,,,7.79,46.1,16.7,59.2,21.4,36.2,18.9,32.7,0.4,24,3.92,83.7,9.2,7.1,0,0,,3.28,0.36,0.28,0,0,,283,12.9,11.9,0.37,658.8,140,5.94,0.88,97,7.1,41,47,12.2,-15.5,13.5,31,67.5,15.2,47,,,,,,,,신장질환,,,,,,,,,
396,P0927_15,멜로,1.126,0.027,0.014,0.167,12.307,0.646,0.004,0.037,0.381,0.002,0.004,0.117,356.653,35.307,2002.17,960.027,16.154,236.858,207.162,22.31,0.423,0.419,0.584,0.013,0.036,0.065,0.062,1.462,10.10148129,1.721614003,2.085535094,14.66249845,56.70745178,0.371503093,개,푸들,3,MC,4.5,3,5,5,5,2,5,4,2,5,5,5,구토,헥헥거림,눈물 과다,,,,,,,,과식으로 인한 구토 및 헥헥거림,유루증,,,,,,,,,유루증,구토,,,,,,,,,안과질환,기타,,,,,,,,,2021-09-19,진료,111,,,,,,,,,,,,,,,,,,,,,,8.3,52,18.5,62.7,22.3,35.6,19.6,8.3,0.1,23.7,12.79,72.1,19.3,5.9,2.5,0.2,,9.23,2.47,0.75,0.32,0.02,,247,14.4,15.9,0.36,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
397,P0927_16,파이,1.632,0.034,0.091,0.395,14.503,0.613,0.002,0.065,0.464,0.012,0.01,0.082,1575.828,270.47,2584.651,898.996,11.04,158.421,769.634,26.892,0.51,0.426,1.488,0.024,0.049,0.033,0.07,8.738,5.826257995,2.047503099,2.875041713,14.34972826,9.556146708,1.75287543,개,프렌치 불독,2,FS,8.4,3,5,5,5,2,5,5,5,5,1,5,경련 및 발작으로 내원,,,,,,,,,,혈액 검사 상 신경 증상 관련 특이 증상 없음,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-20,"발작의심 증상, 눈 체크",99,92,10.6,0.9,12,206,,7.6,2.8,4.8,0.6,0.21,5,209,3.1,9.8,583,,58,,25,,7.09,43.6,16.7,61.5,23.6,38.3,17.5,8.5,0.1,24.5,2.21,4.9,29,65.6,0.5,0,,0.11,0.64,1.45,0.01,0,,224,11,9.9,0.25,,140,3.7,1.29,105,7.37,38.7,45,21.9,-2.6,23.1,13,79.5,18.2,45,,,,,,,,건강,,,,,,,,,
398,P0927_17,푸키,0.06,0.063,0.003,0.094,16.397,0.231,0.001,0.006,0.198,0.002,0.003,0.047,389.99,52.895,702.041,310.021,13.856,182.725,249.758,12.501,0.288,0.303,0.647,0.006,0.011,0.023,0.029,0.896,7.372908592,1.561471504,2.264494986,13.18742783,13.27235088,1.257947042,개,포메라니언,10,MC,6.2,3,4,2,5,5,5,2,4,4,5,5,포도 섭취 후 내원,,,,,,,,,,특이 증상 및 소견 없음,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-20,샤인머스켓 섭취,5,,19.2,0.8,23,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,4.31,1.39,115,7.42,35,37,22.3,-1.5,23.4,15.5,71.9,17.7,37,,,,,,,,건강,,,,,,,,,
399,P0927_18,큰이,0.064,0.086,0.007,0.248,31.776,1.032,0.006,0.018,0.45,0.003,0.008,0.081,542.269,75.212,4206.886,643.958,15.157,198.786,397.987,49.502,1.243,0.626,0.88,0.042,0.17,0.101,0.201,1.577,7.209873424,1.362529429,6.532857733,13.11512832,55.93370739,0.842087527,개,믹스,13,FS,5.8,3,4,3,4,4,4,4,2,1,1,2,컨디션 저하,구토,식욕부진,,,,,,,,CKD,고혈압,단백뇨,,,,,,,,단백뇨,만성신장질환,고혈압,,,,,,,,심장질환,신장질환,신장질환,,,,,,,,2021-09-11,"재진, 넥가 out",36,,212,4.2,,,,,3.1,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05,219,43,,,,신장질환,심장질환,,,,,,,,
400,P0927_19,장군,0.064,0.075,0.013,0.44,19.522,0.927,0.003,0.105,1.099,0.003,0.005,0.252,378.089,46.548,1197.85,525.069,19.217,203.426,272.132,47.717,0.876,0.786,0.601,0.281,0.061,0.109,0.097,1.171,8.122561657,1.389358841,2.281319217,10.58573138,25.73365128,0.720074885,개,말티즈,11,M,4,3,5,4,4,1,4,2,3,4,1,4,갑작스런 실명,보행실조,사경 (고개가 돌아감),,,,,,,,뇌수막염 의심,,,,,,,,,,뇌수막염,,,,,,,,,,신경계질환,,,,,,,,,,2021-09-20,마취전검사,7,93,7.3,0.5,16,35,,7.5,2.6,4.8,0.5,0.16,5,103,3.2,9.5,347,,78,,49,,6.52,42.5,14.9,65.2,22.9,35.1,16,9.8,0.2,27.9,11.8,71.7,14.7,8.9,4.3,0.4,,8.45,1.74,1.05,0.51,0.05,,460,12.2,11.7,0.56,,149,4.44,1.23,111,7.43,34.7,44,22.6,-1.1,23.7,15.2,81.4,17.2,44,,,,,,,,기타,,,,,,,,,
401,P0927_20,초코,0.163,0.036,0.011,0.199,19.816,1.333,0.002,0.014,0.657,0.008,0.026,0.089,1182.424,240.97,4886.916,530.959,12.048,143.051,475.535,39.616,0.782,0.473,0.549,0.023,0.045,0.04,0.121,1.77,4.906934473,2.486513085,9.203942301,11.87342297,20.28018426,2.226959144,개,비글,11,MC,31,5,2,2,4,4,3,2,1,2,5,1,만성 설사,고도 비만,,,,,,,,,지방종 (대형) 하복부에 존재,피부염,,,,,,,,,피부염,지방종,,,,,,,,,피부질환,종양,,,,,,,,,2021-09-20,"피부, 설사진료",99,,,,,,,,,,,,,,,,,,,,,,7.24,47.9,15.8,66.2,21.8,33,19.3,191.1,2.6,23.4,18.74,58.8,28.7,8.2,4.2,0.1,,11.03,5.37,1.53,0.79,0.02,,563,14.1,15.5,0.79,56.1,,,,,,,,,,,,,,,,,,,,,,종양,피부질환,,,,,,,,
402,P0927_21,또리,0.082,0.028,0.009,0.121,8.475,0.675,0.002,0.02,0.345,0.001,0.003,0.09,428.45,61.326,1666.82,252.976,17.888,209.953,185.294,17.996,0.325,0.334,0.789,0.016,0.02,0.025,0.046,2.303,6.98643316,2.312271309,6.588846373,11.73708631,27.17966279,1.693638922,개,화이트 슈나우저,6,FS,6.6,3,4,5,5,5,4,4,3,3,5,5,3~4일간 식욕 저하,,,,,,,,,,혈소판 감소증으로 매개면역질환,중증열성혈소판감소 증후군 의심,,,,,,,,,중증열성혈소판감소증후군,혈소판감소증,,,,,,,,,혈액,감염,,,,,,,,,2021-09-23,"기력저하, 발열",5,,,,,,,,,,,,,,,,,,,,,,6.61,44.9,15.9,67.9,24.1,35.4,15.2,16.5,0.3,21.1,5.51,60.6,11.8,27,0.2,0.4,,3.34,0.65,1.49,0.01,0.02,,42,19.6,,0.08,,149,4.06,1.23,115,7.39,31.7,71,18.8,-5.2,19.8,15.2,94.3,20.2,71,,,,,,,,기타,,,,,,,,,
403,P0927_22,초롱이,0.064,0.057,0.006,0.433,21.773,0.626,0.004,0.007,0.341,0.003,0.004,0.097,530.914,91.325,532.183,125.891,13.065,155.194,309.659,40.764,0.893,0.388,0.904,0.106,0.031,0.054,0.044,1.166,5.813457432,1.714511769,4.22733158,11.87860697,5.827352861,4.217251432,개,믹스,12,FS,7.6,3,3,3,3,2,2,2,3,3,3,3,치아 상태 불량,,,,,,,,,,치주염,핵경화,기관협착증,,,,,,,,핵경화,기관협착증,치주질환,,,,,,,,안과질환,치아질환,호흡기질환,,,,,,,,2021-09-23,마취전검사,5,100,23.7,1,24,8,,8,3.3,4.7,0.7,0.17,5,269,2.8,11.1,806,,56,,67,,9.53,62.6,21.3,65.7,22.4,34,19.4,107.7,1.1,26,5.81,76.3,14.6,3.8,4.3,1,,4.43,0.85,0.22,0.25,0.06,,311,12.3,10.9,0.38,,151,4.52,1.33,117,7.47,24,49,17.2,-5.9,17.9,17,87.6,25.1,49,,,,,,11,,기타,,,,,,,,,
404,V0928_01,풍경,0.047,0.099,0.011,0.264,6.433,0.518,0.002,0.013,0.48,0.006,0.006,0.069,500.95,75.726,1708.071,1915.31,10.466,149.983,404.531,17.514,0.383,0.515,1,0.011,0.087,0.037,0.2,4.782,6.615297256,1.238347617,0.891798717,14.33049876,22.55593852,0.26155035,개,포메라니언,7,FS,3,3,5,5,5,5,3,3,5,5,5,5,기침 간헐적으로 있음,치아 아파함,,,,,,,,,치석 중등도,치아 파절 존재,기관협착,,,,,,,,치아파절,기관협착증,,,,,,,,,치아질환,호흡기질환,,,,,,,,,2021-09-19,스케일링 상담,88,95,18.9,0.6,32,46,45,7.1,3.1,4,0.8,,,,,,,,,,,,7.79,51.9,18.2,66.6,23.4,35.1,16.5,49.9,0.6,,11.3,79.6,13.3,5,1.9,0.2,,8.99,1.5,0.57,0.22,0.02,,170,13,13.3,0.22,,151,4.11,1.32,118,7.42,29.8,34,18.9,-4.8,15.9,18,67.8,16.5,53,,,,,,,,기타,,,,,,,,,
405,V0928_02,새콤,0.033,0.03,0.009,1.717,4.146,0.633,0.008,0.008,0.268,0.003,0.003,0.201,593.683,50.236,712.936,539.309,17.654,213.606,250.762,12.098,0.143,0.211,0.338,0.008,0.043,0.023,0.055,0.405,11.81787961,2.367515812,1.32194345,12.09958083,14.19173501,1.100821607,개,말티즈,6,FS,2.5,3,4,4,4,4,2,3,5,5,5,5,밥먹을 때 켁켁 거리는 증상,청색증,과흥분,,,,,,,,연구개 및 비인두의 구조적 이상,,,,,,,,,,구강구조이상,,,,,,,,,,치아질환,,,,,,,,,,2021-09-18,중성화 상담,209,121,16.7,0.8,21,70,46,7.2,3.3,3.9,0.8,,,,,,,,,,,,7.52,48.3,17.3,64.2,23,35.8,20,110.5,1.5,,7.95,63,21.9,5.8,8.8,0.5,,5.01,1.74,0.46,0.7,0.04,,485,12.2,10.8,0.59,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
406,V0928_03,오비,0.021,0.022,0.004,0.614,3.177,0.862,0.007,0.008,0.236,0.005,0.003,0.062,1272.089,170.468,150.343,119.511,15.27,171.423,214.347,17.264,0.288,0.18,0.65,0.004,0.024,0.038,0.055,0.902,7.462333107,5.934718004,1.257984621,11.22612967,0.881942652,10.64411644,개,치와와,14,MC,6,2,3,2,1,3,3,3,4,5,4,3,기운 없음,복부팽만,,,,,,,,,심한 심부전,초기 신부전,,,,,,,,,심부전,신부전,,,,,,,,,심장질환,신장질환,,,,,,,,,2021-09-25,심부전/복수,4,127,34.3,1.84,18.64,386,100,5.6,3.4,2.2,1.54,0.35,35,129,3.01,10.99,1356,,,39,,71,6.77,42.5,14.4,62.8,21.3,33.9,19.8,118.5,1.8,,16.69,81.9,8.3,5.5,3.8,0.5,,13.66,1.39,0.91,0.64,0.09,,569,11.6,10.8,0.66,,153,4.65,1.33,114,7.41,47.4,30,29.3,4.8,26.1,14.1,58,11.4,43,8.8,,,,,,,신장질환,심장질환,,,,,,,,
407,V0928_04,핑크,0.451,0.175,0.003,0.233,3.469,0.34,0.002,0.022,0.151,0.002,0.004,0.074,1466.995,169.831,1700.191,425.712,13.947,194.994,189.524,14.546,0.294,0.248,0.871,0.008,0.05,0.02,0.161,4.404,8.637969511,7.7404181,3.993758691,13.9810712,10.01107572,3.445979911,개,믹스,15,FS,10.3,4,3,3,3,3,3,2,2,1,3,2,,,,,,,,,,,만성신장질환,요독증,부신종괴,,,,,,,,만성신장질환,부신종양,요독증,,,,,,,,신장질환,신장질환,종양,,,,,,,,2021-09-24,CKD/Adrenal mass,35,,94.4,6.58,14.34,,,,,,,,,,23.81,,,,,,,,5.05,31.2,11.8,61.8,23.4,37.8,14.7,20.2,0.4,,10.59,86.6,6.6,5,0.2,1.6,,9.17,0.7,0.53,0.02,0.17,,463,11.9,10.8,0.55,,146,6.3,1.21,109,7.22,31.7,54,12.4,-13.9,11.8,30.8,81.7,12.9,35,,,,,,,,종양,신장질환,,,,,,,,
408,V0928_05,나나,0.097,0.028,0.001,0.275,2.78,0.462,0.007,0.004,0.154,0.002,0.003,0.044,915.126,108.961,178.452,55.139,20.103,208.331,183.113,11.336,0.61,0.271,0.653,0.009,0.018,0.049,0.101,0.531,8.3986564,4.997602573,3.236402546,10.36317962,1.6377603,16.59671013,개,슈나우저,9,FS,6.6,3,2,3,2,2,3,2,4,2,4,4,피부에 조그만 여러개의 종괴,,,,,,,,,,피지선종,,,,,,,,,,피지선종,,,,,,,,,,종양,,,,,,,,,,2021-09-24,"스케일링, 종괴 제거",2,95,10.9,0.82,13.29,247,202,6.7,3.6,3.1,1.16,,,,,,,,,,,,6.92,46.8,16.3,67.6,23.6,34.8,16.3,33.9,0.5,,7.6,64.5,26.7,4.2,4.2,0.4,,4.9,2.03,0.32,0.32,0.03,,245,14.8,17.5,0.36,,,,,,,,,,,,,,,,,,,,,,,종양,,,,,,,,,
409,V0928_06,사랑,0.021,0.057,0.017,0.533,15.23,1.045,0.012,0.013,0.48,0.001,0.003,0.15,952.226,91.557,373.68,250.373,20.535,191.871,279.003,28.404,0.48,0.385,0.874,0.024,0.071,0.066,0.074,3.026,10.40036262,3.412959717,1.4924932,9.343608473,4.08139192,3.803229581,개,푸들,12,F,1.56,3,4,4,4,3,4,3,4,4,3,4,,,,,,,,,,,만성신부전,갑상선기능저하증,,,,,,,,,갑상선기능저하증,신부전,,,,,,,,,신장질환,호르몬질환,,,,,,,,,2021-09-24,재검,52,,32.1,1.68,19.1,,,,,,,,,,,,,,,,,,4.33,28.4,10.1,65.6,23.3,35.6,15.2,24.7,0.6,,15.49,64.2,16.3,14.1,4.6,0.8,,9.94,2.52,2.19,0.71,0.13,,988,11.4,9.6,1.13,,148,4.75,1.2,114,7.44,32.1,43,21.5,-2,19.8,17.1,81.2,12.1,33,,,,,,57,,신장질환,갑상선기능저하증,,,,,,,,
410,V0928_07,동동이,0.015,0.007,0.004,8.712,5.478,0.352,0.003,0.008,0.174,0.009,0.002,0.028,647.424,73.317,1138.295,69.458,15.466,242.166,220.558,17.706,0.253,0.392,0.482,0.007,0.038,0.022,0.07,0.62,8.830475879,2.935391144,16.38824901,15.65795939,15.52566253,9.321086124,개,시츄,11,MC,6.6,3,4,4,2,2,3,2,3,4,4,5,간헐적 소화불량,잔기침,,,,,,,,,심부전,치주염,,,,,,,,,심부전,치주질환,,,,,,,,,심장질환,치아질환,,,,,,,,,2021-09-25,심장정기검진/마취전검사,4,100,28.4,1.27,22.36,68,41,7,3.1,3.9,0.79,0.26,4,163,4.28,10.68,1300,1078,,33,,57,7.9,47.3,16.6,59.9,21,35.1,20.3,40.3,0.5,,6.35,62,26.5,6.8,4.4,0.3,,3.94,1.68,0.43,0.28,0.02,,212,12.3,12.1,0.26,,149,4.46,1.48,116,7.43,36.4,39,23.8,0,20.6,14.1,76.2,16.3,47,1.5,,,,,,,심장질환,,,,,,,,,
411,V0928_08,쿤,0.077,0.028,0.059,0.267,19.999,1.476,0.004,0.092,0.2,0.002,0.004,0.088,1534.923,190.619,223.542,123.606,14.876,213.974,299.192,35.581,1.154,0.287,0.489,0.054,0.035,0.056,0.101,3.067,8.052308532,5.130227412,1.808504442,14.38383974,1.172716256,12.41786806,개,장모치와와,9,MC,4,3,5,3,2,3,3,4,4,5,4,4,기침,호흡수 증가,,,,,,,,,MMVD B2,,,,,,,,,,심장판막증,,,,,,,,,,심장질환,,,,,,,,,,2021-09-26,,,,,,,,,,,,,,,,,,,,,,,,6.47,41.3,14.2,63.8,21.9,34.4,19,120.3,1.9,,10.9,70.4,17.1,4.7,7.8,0,,,1.86,0.51,0.85,0,,492,13.2,16.3,0.65,,,,,,7.39,40.6,32,24.7,-0.2,22.1,9,0.62,5.6,46,80.1,,,,,17,,심장질환,,,,,,,,,
412,V0928_09,쇼리,0.115,0.063,0.005,0.326,18.476,0.633,0.011,0.029,0.353,0.001,0.003,0.041,714.139,78.565,122.182,54.788,16.983,159.487,239.952,26.949,0.393,0.262,0.685,0.032,0.027,0.058,0.048,0.681,9.089785528,2.976174402,2.23008688,9.390979215,1.555170878,13.03458787,개,웰시코기,13,FS,11.5,4,5,3,4,4,4,4,4,4,4,4,없음,,,,,,,,,,비재생성빈혈,쿠싱,MMVD B1,인지기능 장애,고혈압,,,,,,심장판막증,쿠싱,인지장애,고혈압,빈혈,,,,,,심장질환,혈액,호르몬질환,심장질환,신경계질환,,,,,,2021-09-13,,3,,,,,,,,,,,,,,,,,,,,,,7.55,42.3,15,56,19.9,35.5,20.7,14.3,0.2,,5.79,79.2,12.3,7.6,0.7,0.2,,,0.71,0.44,0.04,0.01,,297,12.7,12.1,0.38,,,,,,,,,,,,,,,,,,,,,,,심장질환,부신피질기능항진증,,,,,,,,
413,V0928_10,콜리,0.165,0.053,0.017,0.84,12.475,1.382,0.003,0.007,0.148,0.002,0.008,0.057,1130.435,134.969,1707.253,273.015,11.872,187.502,530.611,33.643,0.673,0.259,0.594,0.05,0.025,0.043,0.073,1.086,8.375515859,2.130440191,6.253330403,15.79363208,12.64922315,4.140560042,개,셔틀랜드 쉽독,2,MC,15,3,5,5,5,5,5,5,1,5,5,5,구토,설사,,,,,,,,,식이성 장염,결장염,,,,,,,,,장염,결장염,,,,,,,,,소화기질환,소화기질환,,,,,,,,,2021-09-22,"구토, 설사",303,90,24,1,23,61,51,7.3,3.7,3.6,1,0.5,5,350,3.9,10.5,1038,515,,44,,76,7.71,52.1,18.1,67.6,23.5,34.7,16.2,36.2,0.5,,15.34,83.2,8.5,5.3,2.7,0.3,,12.77,1.3,0.81,0.42,0.04,,380,12.5,11.6,0.48,50,151,4.48,1.4,116,7.51,21.5,38,17.1,-5.4,14,21.4,80.2,19.9,55,18.3,,,,,,,기타,,,,,,,,,
414,V0928_11,뽀삐,0.062,0.024,0.051,2.608,6.876,0.663,0.003,0.011,0.439,0.004,0.006,0.067,660.202,86.51,486.704,483.775,12.672,246.012,428.765,18.006,0.557,0.533,0.415,0.018,0.097,0.063,0.102,0.965,7.631510808,1.539775868,1.006054467,19.41382576,5.625985435,1.36468813,개,요크셔테리어,13,MC,7.58,4,3,3,3,3,4,3,3,2,3,4,,,,,,,,,,,신수치 상승,췌장염,,,,,,,,,췌장염,신수치상승,,,,,,,,,신장질환,소화기질환,,,,,,,,,2021-09-24,신부전의심,203,116,180,3.7,,359,57,8.3,3,5.3,,0.3,,,10,,1300,,,,,,5.63,39.8,11.8,70.7,20.9,29.6,16,,,,15.2,,,,,,,,,,,,,240,,,,747,153,4.1,1.37,117,7.21,31.9,51,12.4,-13.9,11.6,27.1,79,14.4,40,44.1,2.02,123,61,6,21,,신장질환,췌장염,,,,,,,,
